ID,Title,Description,URL,Type
65,Acoustic testing support summer 2025,"This in-person position will support the structural dynamics test branch at MSFC which performs vibration, acoustic, shock, and modal testing for spaceflight hardware. The summer 2025 internship will primarily support ongoing upgrades for payload acoustic acceptance testing but will also support vibration, modal, and acoustic testing as needed. The intern will work with analysts and test engine...",https://stemgateway.nasa.gov/s/course-offering/a0B3d0000029hrnEAA/acoustic-testing-support-summer-2025,Student
66,Aerospace Energy Storage Materials and Solutions,"The student is expected to carry out chemical preparations and characterizations of energy storage materials for electrolytes and electrodes, process and fabricate various battery cell components such as electrodes and separator layers, and assemble and conduct electrochemical tests of battery cells. The student should have good self-motivation with basic knowledge about chemistry and materials, p...",https://stemgateway.nasa.gov/s/course-offering/a0B3d0000029vwuEAA/aerospace-energy-storage-materials-and-solutions,Student
67,Correlated Electromagnetic Levitation Actuator (CELA),"CELA is a technology development project using magnets in a new way to create a frictionless direct-drive reaction sphere. This project requires the intern to be self-motivated to complete research and hands-on tasks in the lab. During their time here, they would complete research on the current state-of-the-art technology and present their findings. In addition, they will spend most of their time...",https://stemgateway.nasa.gov/s/course-offering/a0B3d000002AUl3EAG/correlated-electromagnetic-levitation-actuator-cela,Student
68,Office of Communications Intern,"This intern position is to serve as a generalist in the Office of Communications at NASA’s Stennis Space Center. The Office of Communications provides a wide variety of services to the center and agency. This position will provide opportunities to work with the OCOMM team in support of the full portfolio of work requirements in areas of social and traditional media, internal communications, specia...",https://stemgateway.nasa.gov/s/course-offering/a0B3d000002BGfHEAW/office-of-communications-intern,Student
69,NASA Audio Storytelling Internship,"NASA is looking (and listening) for a new type of audio storyteller to help us craft compelling audio content for a new, short-form NASA podcast. You will be working on stories from a diverse set of science and technology themes such as planetary, Earth science, heliophysics and astrophysics.​ You'll gain on-the-job experience as you research, script and produce audio stories about some of NASA's ...",https://stemgateway.nasa.gov/s/course-offering/a0B3d000002BSy3EAG/nasa-audio-storytelling-internship,Student
70,"NASA Journalism, Multimedia, Social Media Internships","NASA invites students pursuing degrees in journalism, communications, media relations, science writing, convergence journalism, or broadcast journalism to join our science storytelling program. You'll gain hands-on experience as you collaborate with a leading team of writers and multimedia producers to create and share content from NASA's most exciting science missions, including mind-bending resu...",https://stemgateway.nasa.gov/s/course-offering/a0B3d000002BXqREAW/nasa-journalism-multimedia-social-media-internships,Student
71,SCaN Data Analysis for Laser Communications,"The Laser Communications Relay Demonstration (LCRD) aims to showcase the unique capabilities of laser (optical) communications. Laser communications will provide significant benefits for missions, including bandwidth increases of 10 to 100 times more than radio frequency systems. Laser communications decrease size, weight, and power requirements. The LCRD system includes a payload, hosted ab...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000010Yif2AE/scan-data-analysis-for-laser-communications,Student
72,Orion European Service Module System Integration,"The primary goal of NASA’s Artemis Program is to return humans to the moon, specifically the lunar south pole. One key element of the Artemis Program is the Orion Spacecraft, which includes a European Service Module (ESM) that serves as its primary consumables, power and propulsion component. This internship will provide a student with the opportunity to assist in the technical integration of t...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000010qXV2AY/orion-european-service-module-system-integration,Student
73,Orion Electrical Power System Characterization and Analysis,"The Orion Multi-Purpose Crew Vehicle (MPCV) is a crewed spacecraft for deep space exploration missions as part of NASA’s Artemis program. The Orion electrical power system (EPS) consists of four solar array wings (SAWs) for power generation and four lithium-ion batteries for energy storage. The EPS distributes power to other subsystems and components by means of four 120 VDC, unregulated power bus...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ00000115Uv2AI/orion-electrical-power-system-characterization-and-analysis,Student
74,NASA KSC Exploration Station,"Join the vibrant team at the NASA Kennedy Space Center (KSC) Exploration Station located at The Center for Space Education. In this role, you will actively support outreach initiatives by assisting in the development and implementation of STEM-focused programs for K-12 students. Your tasks will involve preparing materials and resources, aiding in the facilitation of interactive workshops and demon...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000011wMM2AY/nasa-ksc-exploration-station,Student
75,Instrumentation and Controls Database for NASA Lunar Fission Surface Power,"NASA is developing a technology demonstration of a Lunar Fission Surface Power (FSP) reactor that would be precursor to future nuclear reactor on planet Mars. The primary goal is to support future long duration human habitation and scientific research on the moon and Mars. Unlike the conventional nuclear reactors, the FSP reactor will be compact, unmanned, and with a prescribed 10-year operational...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000011wvp2AA/instrumentation-and-controls-database-for-nasa-lunar-fission-surface-power,Student
76,High Temperature Contact Metallization to Silicon Carbide Sensors,"NASA Glenn Research Center the Smart Sensing and Electronics Branch is developing advanced silicon carbide (SiC) sensors for high temperature applications beyond the capability of conventional silicon technology. With the use of SiC, sensors will be more capable to operate at higher temperatures, higher power, and in high radiation conditions. Application of these sensors have been identified to ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000011xFB2AY/high-temperature-contact-metallization-to-silicon-carbide-sensors,Student
77,SCaN Antenna Test Chamber Upgrade,"The intern will write and test Python code to implement calibration and measurement procedures for the NASA Goddard Space Flight Center antenna test chamber. The antenna chamber currently uses a custom software built in LabVIEW, and an effort is in progress to redevelop and improve the software in Python. **This internship is on-site only as the intern will need physical access in order to tes...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000011y9d2AA/scan-antenna-test-chamber-upgrade,Student
78,Planetary Missions Program Office Communications and Outreach,"Have you ever wondered how our solar system formed and evolved? What are the hazards? Is there life beyond Earth? NASA is exploring our solar system and beyond to answer these age-old questions. We're launching spacecraft to asteroids, moons, and planets beyond Earth. We're using science to unlock their secrets. And we're sharing what we learn, freely and openly, for the good of life on Earth. NA...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ00000126qL2AQ/planetary-missions-program-office-communications-and-outreach,Student
79,Microsoft Power Platform Developer,"This opportunity will focus on developing a variety of Microsoft Power Platform solutions to significantly improve business processes and empower users to make data-informed decisions. This internship will support an Agency-wide goal to develop interactive Power Platform tools that simplify complex processes and present data analytics in a user-friendly format. Ideally, a candidate for this positi...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000012F0n2AE/microsoft-power-platform-developer,Student
80,Aerospace Supply Chain Analysis,"The supply chain analysis of the aerospace industry is a complex endeavor with multiple facets including data collection/curation, transformation, and scalable analytics. Our project aims to build a novel tool at NASA that is able to integrate disparate data sources to extract supply chain risk and uncertainties. Our internship tasks span data procurement that will provide exposure to complex supp...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000012OdZ2AU/aerospace-supply-chain-analysis,Student
81,Lightweight Structural Design,"The Mass Mitigation Project (MMP) has demonstrated that assuming that dynamic loads are static in the structural analysis process can result in significant conservatism in the structural design. The underlying premise is that that the amplitude of motion in structural vibrations is a function of frequency. As one goes up in frequency, for a given load, displacement goes down exponentially and ther...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000012XFR2A2/lightweight-structural-design,Student
82,Software Engineering for Machine Learning and Uncertainty Quantification,"Seeking motivated candidates for software engineering positions. The project entails software engineering work on some of NASA's open-source Python libraries (github.com/nasa/bingo, github.com/nasa/smcpy, github.com/nasa/MXMCPy) as well as non-public NASA software. Software applications may include machine learning, data science, uncertainty quantification, high-performance computing, and high-t...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000012tUT2AY/software-engineering-for-machine-learning-and-uncertainty-quantification,Student
83,TEMPO Student Collaboration,"The Tropospheric Emissions: Monitoring of Pollution (TEMPO) Student Collaboration provides the opportunity for students to participate in atmospheric science research associated with NASA TEMPO satellite mission. Students will evaluate multiple small sensors for measurements of ozone, nitrogen dioxide, aerosol and UVB to determine their usefulness in providing ground truth for TEMPO. The small sen...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000013ugE2AQ/tempo-student-collaboration,Educator
84,PCB Design/Layout Librarian,Perform the action of generating and reviewing JSC Altium vault electronic component library of existing component’s symbols and footprints. Identify and create missing component’s symbols and footprints for project usage.,https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000015gZ72AI/pcb-designlayout-librarian,Student
85,SCaN - GAVRT Social Media Support & GRC SCaN Digital Media Support - SIP,"GAVRT Social Media Support: Half of the intern’s time will focus on a collaborative effort between NASA’s Glenn Research Center (GRC), NASA’s Space Communications and Navigation (SCaN) program, the Goldstone-Apple Valley Radio Telescope (GAVRT) program, and NASA’s Jet Propulsion Laboratory. The communications intern will assist with the improvement and implementation of GAVRT’s digital media pres...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000016joH2AQ/scan---gavrt-social-media-support-grc-scan-digital-media-support---sip,Student
86,Sustainable aerogel,"Aerogels are high porosity, light weight, high surface area, low thermal conductivity materials with a low dielectric constant. Many kinds of aerogels have been developed, such as polymer and ceramic aerogels, with applications being widely explored, especially in space. The project aims to explore and develop sustainable aerogels which might be used for space applications and are environmentall...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000018jCH2AY/sustainable-aerogel,Student
87,Change Transformation Specialist,Join our dynamic team as a Change Transformation specialist for the Talent Services division under the Office of the Chief Human Capital Officer at NASA headquarters. This virtual internship offers a unique opportunity to work on a large-scale performance management and awards transformation project at NASA. This project will enhance and impact the talent experience on how we approach performance ...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000019UeD2AU/change-transformation-specialist,Student
88,Uncertainty Quantification and MDAO for Next Generation Aircraft Concepts,"To realize the goals of the U.S. Aviation Climate Action plan of achieving net-zero greenhouse gas emissions of aircraft by 2050, unconventional aircraft and new technologies will likely be leveraged. There are a significant number of uncertainties associated with new aircraft types and yet-to-be developed technologies. To better understand the potential impact of new aircraft and technologies, ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TVEv2AO/uncertainty-quantification-and-mdao-for-next-generation-aircraft-concepts,Student
89,Flight Software Development,"Software development in support of crew exercise systems on the International Space Station and future exploration missions like Artemis. Development of custom device-agnostic, one interface software system (including user interface) capable of easily integrating new crew exercise systems with biomedical sensors integration, VR and other capabilities. Development of a virtual exercise training sof...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Taxl2AC/flight-software-development,Student
90,Flight Hardware & Software Development,"Hardware & Software development in support of crew exercise systems on the International Space Station and future exploration missions like Artemis. Intern applicants can work hardware or software or both based on skill set and interests. -Hardware- Development of human health countermeasure systems, possibly including musculoskeletal and sensorimotor trainers. Efforts from the intern will li...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TazN2AS/flight-hardware-software-development,Student
91,Software Assurance,"The student will support the NASA Software Safety and Assurance Manager. The student will also interact with the S3 Software Safety and Assurance, and the Bastion Technologies Software Safety and Assurance. The student may participate in the software development lifecycle; may perform software assurance audits; may perform engineering reviews of software designs and design changes; may analyze sof...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TuJl2AK/software-assurance,Student
92,Systems Safety,The Safety and Mission Assurance Directorate has an internship opportunity for an undergraduate student with an interest in Systems Safety Engineering. The ideal candidate should be one who is self-motivated and has a desire to learn about the process for system safety and health and the methodology used to prepare and maintain safety and health analyses and risk assessments at John C. Stennis Spa...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TuYH2A0/systems-safety,Student
93,Data Analysis,"The Safety and Mission Assurance Directorate has an internship opportunity for an undergraduate student with an interest in data analysis as it relates to audits, facility safety, electrical safety, construction safety, close calls, and mishaps. The ideal candidate should be one who is self-motivated and has a desire to learn about computer-based systems used to track and record information about ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TutF2AS/data-analysis,Student
94,Facility System Safety,"The student will support the NASA Facility Safety Program Manager. The student will also interact with other Safety and Mission Assurance (SMA) personnel, SMA support contractors, and other Center personnel. The student will participate in facility safety inspections and provide support in the identification and documentation of out of compliance equipment and conditions. The student will be ex...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TvFp2AK/facility-system-safety,Student
95,Center Operations Mission Specialist,"The internship will be in support of the Center Operations Directorate (COD) at John C. Stennis Space Center. Hard-working, responsible, and self-motivated students are sought-after to support NASA personnel in COD, which includes engineers of all disciplines, architects, logistics specialists, mathematicians, master planners, and unmanned aircraft system operators. The Center Operations Directo...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000UT2z2AG/center-operations-mission-specialist,Student
96,Pneumatic Shock System – Methods and Development,"Assist the development and documentation of the capability and setups needed to meet the various lunar/mars mission shock levels quickly, efficiently and safely with the Pneumatic Shock Simulator (PSS). Also, to conduct additional near field shock testing for application in instances the levels are past the PSS’s capabilities. [NOTE: If you are selected for participation in an internship, you w...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Ugmb2AC/pneumatic-shock-system-methods-and-development,Student
97,NASA Jet Propulsion Laboratory Internship Opportunities- Summer 2025,An internship at NASA’s Jet Propulsion Laboratory is a chance to do the impossible. Our internships put you right in the action with the scientists and engineers who’ve helped make JPL the leading center for robotic exploration of the solar system. JPL provides opportunities across the STEM spectrum for undergraduate and graduate students. Apply to be considered for an internship opportunity. Sele...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000UiV42AK/nasa-jet-propulsion-laboratory-internship-opportunities--summer-2025,Student
98,Industrial Hygiene Intern,"The Industrial Hygiene intern will perform meaningful work in support of NASA Glenn Research Center (GRC). The selected individual will take an active role supporting Glenn Research Center's implementation of the Toxic Substances and Control Act (TSCA) requirements, hazard analysis, biological hazards program, thermal stress program, and other health and safety programs as opportunities arise. Act...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000VHKj2AO/industrial-hygiene-intern,Student
99,TRISH Space Health Communications Internship,"The student placed in this position will assist the Translational Research Institute for Space Health (TRISH) in creating STEM and communication content in support of the Institute’s outreach goals. TRISH is a lean, virtual institute empowered by the NASA Human Research Program to solve the challenges of human deep space exploration. TRISH relentlessly pursues and funds novel research to delive...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000VMc92AG/trish-space-health-communications-internship,Student
100,TRISH Commercial Space Health Research Program Internship,"The student placed in this position will assist the Translational Research Institute for Space Health (TRISH) in supporting TRISH’s commercial spaceflight biomedical/biosample collection program. TRISH is a lean, virtual institute empowered by the NASA Human Research Program to solve the challenges of human deep space exploration. TRISH relentlessly pursues and funds novel research to deliver h...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000VMgz2AG/trish-commercial-space-health-research-program-internship,Student
101,Raman Spectroscopy Plume Measurements,"The student will assist engineers in performing Raman Spectroscopy Measurements on a small thruster plume, or simulator, in support of catalyst development activities for the green propellant ASCENT. The student will work in a collaborative laboratory environment and will be expected to a have or develop a basic proficiency with hardware and tool usage. The student must be comfortable with a labor...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000VuvZ2AS/raman-spectroscopy-plume-measurements,Student
102,Hybrid Electric Aircraft Propulsion Technology Development,"NASA Glenn Research Center is conducting research in the area of electrified aircraft propulsion systems, which combine turbofan engines and electrical machines to generate propulsive thrust. This research includes the development of system models to ensure the safe, reliable, and efficient operation of these innovative propulsion designs. Through this opportunity, the intern will work with NASA p...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000W2BZ2A0/hybrid-electric-aircraft-propulsion-technology-development,Student
103,Flight Interactive System Techniques and Sustainment,"This position is available as full or part time. Students may attend classes part-time during a full-time session. If considered for the position you will be required to submit updated transcripts, work availability, and up-to-date class schedule if taking courses. Hours worked will be Monday-Friday between 7am-4:30pm, with every other Friday off. On-site work at AFRC is expected at least 3 days ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000W2xx2AC/flight-interactive-system-techniques-and-sustainment,Student
104,Earth Science Data Systems,"This is a full-time or part-time internship, with the option to work remotely or in person at NASA Headquarters in Washington, D.C. The intern will support NASA's Earth Science Data Systems, with tasks tailored to their skills and career goals. Responsibilities may include developing communication materials, reviewing outreach content like websites, engaging with Earth data users, and more. Projec...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Wh532AC/earth-science-data-systems,Student
105,Lunar Simulant Surface Preparation,Student will work in the Swamp Works lab on mechanical systems for lunar surface preparation for the Redwire Tipping Point Project. Student will aid in the design and testing of regolith manipulation tools such as grader blades and compactor plates for lunar site preparation activities. Student will also aid in the development of the mechatronic interfaces between these tools and the testing pl...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Wj3d2AC/lunar-simulant-surface-preparation,Student
106,Design and Analysis of Fixed-Wing Electric Aircraft,"The Aeronautics Systems Analysis Branch (ASAB) is developing an environment for rapidly exploring aircraft concepts. The immediate focus is on sustainable aviation aircraft via Regional Air Mobility (RAM). The environment will be used to evaluate the proper requirements for which these aircraft should be considered. The internship will focus on one facet of the vehicle, which depends on the ski...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000WkkT2AS/design-and-analysis-of-fixed-wing-electric-aircraft,Student
107,Propulsion Data Assessment Intern,"The Propulsion Data Assessment Intern will become familiar with an in-house data assessment utility, WinPlot, and assist with the development of its capabilities for usage by astronauts on long-duration crewed missions.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Wnf72AC/propulsion-data-assessment-intern,Student
108,Graphic Design and Web Development Intern,"The intern will work directly with the CSBF IT team to develop a website that will attract and appeal to users and provide the desired information. This includes the site concept, graphics, color schemes, interface design and architecture of website. Experience in graphics, layout, and scripting is desired.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Y1mT2AS/graphic-design-and-web-development-intern,Student
109,"NASA Film, Music, and Science Convergence Internship","Are you a creative intern with versatile skills and a passion for multimedia storytelling? Join our team and help us develop an extraordinary project that pairs NASA’s awe-inspiring imagery with iconic space-themed music. We aim to create captivating films for orchestras and symphonies, featuring pieces like Holst’s The Planets, Debussy’s La Mer and Clair de Lune, and Vivaldi’s The Four Seasons. O...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Y2Af2AK/nasa-film-music-and-science-convergence-internship,Student
110,Propulsion Department Intern,"The Propulsion Systems Department is seeking interns to support chemical and nuclear propulsion projects for NASA’s launch vehicle and in-space propulsion needs. If you're passionate about engineering and eager to learn, we’d love to hear from you! Our Department provides chemical and nuclear propulsion solutions for a wide range of NASA projects, from large booster engines to small cubesat th...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Y8kj2AC/propulsion-department-intern,Student
111,Test Facility Data and Systems Engineer,"This internship position is in support of the Data and Systems branch at the Glenn Research Center. The Data and Systems branch designs, develops, and maintains data acquisition systems and instrumentation in support of aeronautics and space testing activities that enable new technology research and development for the agency. The selectee for this position will be assigned tasks supporting data a...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000YUEz2AO/test-facility-data-and-systems-engineer,Student
112,Structural Strength Test Engineer,"MSFC's Structural Strength Test Branch has unique capabilities and experience to apply static loads in compression, tension, and torsion on the order of millions of pounds on various sized structural test articles. Multiple systems are used during structural testing, including the hydraulic load control system, measurement acquisition system, image correlation system, and instrumentation (includin...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000YUGb2AO/structural-strength-test-engineer,Student
113,Testing Division Mechanical/Aero Engineering Internship,"The selected intern will support Test Facility Engineering assignments for the Testing Division (FT) at NASA Glenn Research Center (GRC) which is located in Cleveland, Ohio. The testing division manages and operates all the major Aeronautics and Space Test Facilities at NASA GRC, comprised of about 400 Government/Contractor Engineering and Technician Staff. We support testing in any of our facilit...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000YULR2A4/testing-division-mechanicalaero-engineering-internship,Student
114,Testing Division Electrical Engineering Internship,"The selected intern will support Test Facility Engineering assignments for the Testing Division (FT) at NASA Glenn Research Center (GRC) which is located in Cleveland, Ohio. The testing division manages and operates all the major Aeronautics and Space Test Facilities at NASA GRC, comprised of about 400 Government/Contractor Engineering and Technician Staff. We support testing in any of our facilit...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000YUWj2AO/testing-division-electrical-engineering-internship,Student
115,In-Space Liquid Propulsion Analysis and Testing,NASA-MSFC In-Space Liquid Propulsion Analysis team is seeking an intern to support a test and analysis activity. This internship will support the Spacecraft Priming Analysis and Research Test Apparatus: Number 2 (SPARTAN 2) analysis team. Spacecraft liquid propulsion systems undergo a priming surge event with a significant waterhammer peak pressure prior to becoming operational that must be ch...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000YWLd2AO/in-space-liquid-propulsion-analysis-and-testing,Student
116,Center Operations Innovation,"Center Operations is looking for an intern to support Innovation with Website Building, Collaborative Spaces, and Data Analysis. Key opportunities will include: • Improving and advancing the Center Operations Website. The intern will learn (or advance current knowledge) in the Content Management System ‘WordPress’. • Supporting and inspiring the collaborative workspaces at Johnson Space Center. ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000ZBIL2A4/center-operations-innovation,Student
117,Air quality prediction using TEMPO data,"The Atmospheric Science Data Center is at the forefront of utilizing cutting-edge missions to address environmental and climate challenges. Our team is passionate about making a positive impact on the world, and we are seeking talented individuals to join us in our mission to predict air quality pollutants through the application of neural networks and machine learning. The data science intern ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Zjof2AC/air-quality-prediction-using-tempo-data,Student
118,Plasma-Based Architecture for Space Sustainability,"Plasma comes in many forms and is able to be high temperature to gasify waste or perform mitigation technology or low temperature to aid in chemical synthesis, space crop production, and wound healing. This opportunity will allow for hands-on learning of plasma systems in an applied chemistry lab where a diverse skillset is appropriate. The Applied Chemistry lab employs mechanical, aerospace, elec...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Zkcf2AC/plasma-based-architecture-for-space-sustainability,Student
119,Polymer Electrolytes for All-Solid-State High Performance Batteries,"The student is expected to carry out experimental research of polymer electrolyte materials for advanced solid-state batteries. Such batteries will have high energy density, high power density, and with enhanced rechargeability and safety. The student will follow the guidance of the lead mentor to conduct work experimentally and attend project meeting with a group of scientists who are knowledgeab...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Zuwz2AC/polymer-electrolytes-for-all-solid-state-high-performance-batteries,Student
120,Spaceport Command and Control Software Development,"This internship is hybrid requiring the intern to be on-center Tues-Thurs and telework on Monday/Fridays. This internship cannot be done totally remote and will require temporary relocation if not living locally. The position consists of developing software for a launch control system. The tasks may include but are not limited to writing software, debugging, troubleshooting, participating in and/...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000a3yf2AA/spaceport-command-and-control-software-development,Student
121,Multifunctional Structural Materials for Extreme Space Environments,"Future NASA missions for space exploration, such as the Artemis Program, require key technological elements that must provide sustainability, survivability and an operational envelope in extreme environments, such as high and low extremes in pressures and temperatures, ionizing radiations, microgravity, chemical and/or physical corrosion, and hypervelocity particles. Advanced multifunctional mater...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000aQaH2AU/multifunctional-structural-materials-for-extreme-space-environments,Student
122,High Voltage Materials Engineering Internship,"The High Voltage Materials Engineering Intern will research, experiment, and analyze ceramic and ceramic/polymer composites to advance NASA's goals in electrification of aircraft. The intern will perform synthesis reactions in a laboratory setting, composite preparation using lab-scale mixing, compounding, and forming techniques, and characterization by methods such as x-ray diffraction, Fourier-...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000aTGP2A2/high-voltage-materials-engineering-internship,Student
123,Human Landing System (HLS)-GNC Guidance Development and Testing,"Human Landing System (HLS) Guidance Navigation and Control (GN&C) Algorithms Development and Testing using Multi-Rotors: Student will assist in the design, integration and testing of novel lunar landing and hazard avoidance guidance and control algorithms in support of the Human Landing System (HLS) Project, Space Vehicle Systems office, a key player of the Artemis campaign, which seeks to develo...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000b92j2AA/human-landing-system-hls-gnc-guidance-development-and-testing,Student
124,Development of the Solar Global Activity Data Portal,"The critical importance of understanding how the Sun operates on global scales derives from the need to forecast the impacts of solar activity on Earth’s environment and space weather. The intern will work on developing the Solar Global Activity Data Portal, which will serve as a web-based environment to organize existing observations and provide fast access to modelers to analyze and predict sola...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000b9dp2AA/development-of-the-solar-global-activity-data-portal,Student
125,SUITS Intern,"The Spacesuit User Interface Technologies for Students (S.U.I.T.S.) project collaborates with universities to develop spacesuit user interface designs in augmented reality environments. As NASA advances the Artemis mission, it is crucial that crewmembers have the necessary human-autonomy-enabling technologies for lunar surface exploration and extreme terrestrial access. SUITS focuses on key aspect...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000bTsf2AE/suits-intern,Student
126,Scientific Balloon R&D Engineering Intern,"Intern will assist with: refurbishment of flight telemetry hardware (integrate equipment into test jigs, modify test jigs as required, document test results, etc); assist with minor modifications to test software; design/build flight telemetry components; assist with operation of environmental testing chambers; assist with other engineering tasks as directed.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000bmFN2AY/scientific-balloon-rd-engineering-intern,Student
127,Airfield Project Support-Onsite,"Support various WFF Airfield project functions to include but not limited to scheduling, airfield permits, aircraft fueling support, airfield management, air traffic control tower support, foreign object debris removal, project space setups and various other project specific needs that require airfield support.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000dzq12AA/airfield-project-support-onsite,Student
128,Range and Mission Management,"The Range and Mission Management Intern will work in the NASA Wallops Flight Facility Range and Mission Management Office. The intern will have the opportunity to work alongside NASA project managers on a variety of launch operations and engineering development projects that span the project life cycle. Typical tasks would include but not be limited to schedule analysis, risk management, developin...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000e01J2AQ/range-and-mission-management,Student
129,Range and Mission Management Office (RMMO) Business Support Intern,The business support intern will work at the NASA Wallops Flight Facility in the Range and Mission Management Office (RMMO). The intern will have the opportunity to work with the program specialist in support of NASA project managers on a variety of launch operations and engineering development projects that span the project life cycle. Typical tasks would include but not be limited to: developing...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000e09N2AQ/range-and-mission-management-office-rmmo-business-support-intern,Student
130,Wallops Meteorological Systems Enhancement Project,"Assist the Project Manager in conducting feasibility studies regarding developing a meteorological mesoscale network and Incoherent Scatter Radar (ISR). Interns will get involved in preparing briefing material, developing Project Plan, assessing project risk, estimating cost, and building project schedule. The interns will get a chance to practice project management and project formulation. The in...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000e0ED2AY/wallops-meteorological-systems-enhancement-project,Student
131,Recycling and Reuse of Space Waste Internship,"This position is for an internship opportunity to work on recycling and reuse of space waste streams--think food packaging, foams, clothing, and metals in the summer of 2025 at NASA Marshall Space Flight Center Duties include: - Research materials in the current and anticipated waste streams - Laboratory preparation and testing of specimens (metals and polymers) - Additive manufacturing and...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000e5dh2AA/recycling-and-reuse-of-space-waste-internship,Student
132,Investigation of Rotating Detonation Rocket Engine Injection and Thrust Dynamics,"Students will aid in the investigation of rotating detonation rocket engine hot fire testing to identify performance impacts on primary test articles. A calorimeter chamber and optimized chamber geometry will be tested with students expected to reduce data, documents test imagery, and make correlations with data and imagery. Primary subjects of interest will be injection dynamics for engine perfor...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000e7cH2AQ/investigation-of-rotating-detonation-rocket-engine-injection-and-thrust-dynamics,Student
133,New Business for Wallops,"The intern will assist in bringing new business to Wallops Flight Facility (WFF). The business is either funded from other agencies or commercial entities or is NASA mission related. The projects involve use of the WFF Research Range, Aircraft, Balloons, Sounding Rockets, or development of small satellites and CubeSats. The intern will assist in capturing the business, pre-formulation, formula...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000fn812AA/new-business-for-wallops,Student
134,Onsite - Laser Spark Analysis,"Students will complete research regarding the application of laser induced sparks to determine ambient conditions in a test apparatus. Responsibilities will include setting up and running physical experiments, processing data, designing new apparatus, and writing programs to analyze data, among others. Interns will be working with one mentor who is on site and another who works remotely. The in...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000gAKj2AM/onsite---laser-spark-analysis,Student
